51336704	25	12800	5	1398406383.285155288	1398406383.285220080	1398406383.285259715	1398406383.287210704
4221400	80	40960	5	1398406383.287921278	1398406383.287970184	1398406383.287992163	1398406383.292051642
4221480	8	4096	5	1398406383.292212996	1398406383.292332736	1398406383.292344350	1398406383.293038309
51336704	8	4096	5	1398406383.293226694	1398406383.293257111	1398406383.293275496	1398406383.293982215
51336712	17	8704	5	1398406383.294288673	1398406383.294333465	1398406383.294358517	1398406383.295744090
51336704	8	4096	5	1398406383.296051694	1398406383.296077632	1398406383.296094507	1398406383.296812996
51668864	8	4096	5	1398406383.309846486	1398406383.309891486	1398406383.309918986	1398406383.310740757
4221488	72	36864	5	1398406383.310963778	1398406383.311007007	1398406383.311026121	1398406383.314746434
4221560	8	4096	5	1398406383.314909715	1398406383.315033413	1398406383.315044611	1398406383.315744298
50368512	33	16896	5	1398406387.377718516	1398406387.377819037	1398406387.380871068	1398406387.383695756
4221568	72	36864	5	1398406388.347802788	1398406388.348152111	1398406388.350875131	1398406388.354581069
4221640	8	4096	5	1398406388.354737006	1398406388.354866329	1398406388.354876589	1398406388.355575912
51417088	65	33280	5	1398406393.358069710	1398406393.358333877	1398406393.362619919	1398406393.368148617
51668872	8	4096	5	1398406401.294372260	1398406401.294403093	1398406401.299216323	1398406401.300019083
4221648	72	36864	5	1398406401.300180385	1398406401.300209656	1398406401.300222469	1398406401.302459448
4221720	8	4096	5	1398406401.302552364	1398406401.302637677	1398406401.302644448	1398406401.303321739
50281872	25	12800	5	1398406401.321705750	1398406401.321752729	1398406401.321775750	1398406401.323306010
4221728	80	40960	5	1398406401.323628979	1398406401.323663614	1398406401.323677573	1398406401.327802521
4221808	8	4096	5	1398406401.327927885	1398406401.328019344	1398406401.328028094	1398406401.328718458
50281872	8	4096	5	1398406401.328875541	1398406401.328904187	1398406401.328914656	1398406401.329590489
50281880	17	8704	5	1398406401.329795177	1398406401.329828979	1398406401.329842469	1398406401.331242781
50281872	8	4096	5	1398406401.331465541	1398406401.331486427	1398406401.331496635	1398406401.332221843
50281872	25	12800	5	1398406401.333207260	1398406401.333251114	1398406401.333269708	1398406401.335249864
4221816	24	12288	5	1398406401.335695802	1398406401.335724604	1398406401.335738875	1398406401.336473406
4221840	8	4096	5	1398406401.336551843	1398406401.336653770	1398406401.336661270	1398406401.337349864
50281872	8	4096	5	1398406401.337477208	1398406401.337504343	1398406401.337515125	1398406401.338216010
50281880	17	8704	5	1398406401.338498719	1398406401.338540594	1398406401.338555125	1398406401.339931896
50281872	8	4096	5	1398406401.341601114	1398406401.341625177	1398406401.341637416	1398406401.342354083
51336704	25	12800	5	1398406401.350270594	1398406401.350318406	1398406401.350345177	1398406401.352308771
4221848	24	12288	5	1398406401.352604916	1398406401.352627625	1398406401.352638718	1398406401.353393510
4221872	8	4096	5	1398406401.353464448	1398406401.353555333	1398406401.353562468	1398406401.354243875
51336704	8	4096	5	1398406401.354343771	1398406401.354365229	1398406401.354376114	1398406401.355053354
51336712	17	8704	5	1398406401.355241323	1398406401.355272000	1398406401.355287989	1398406401.356662416
51336704	8	4096	5	1398406401.356867156	1398406401.356884552	1398406401.356895385	1398406401.357612260
51336704	25	12800	5	1398406401.667256843	1398406401.667350906	1398406401.670397729	1398406401.672435958
4221880	16	8192	5	1398406401.672763979	1398406401.672786114	1398406401.672798041	1398406401.673510177
4221896	8	4096	5	1398406401.673596479	1398406401.673688041	1398406401.673696114	1398406401.674363406
51336704	8	4096	5	1398406401.674492156	1398406401.674515073	1398406401.674527468	1398406401.675218145
51336712	17	8704	5	1398406401.675455229	1398406401.675487416	1398406401.675505229	1398406401.676875281
51336704	8	4096	5	1398406401.677114708	1398406401.677132416	1398406401.677143927	1398406401.677857885
51668880	8	4096	5	1398406401.681296948	1398406401.681325125	1398406401.681344604	1398406401.682057208
4221904	72	36864	5	1398406401.682205021	1398406401.682234760	1398406401.682247260	1398406401.687021635
4221976	8	4096	5	1398406401.687127468	1398406401.687234395	1398406401.687242312	1398406401.687934135
51154952	57	29184	5	1398406406.238127988	1398406406.238534447	1398406406.242956530	1398406406.247904811
51059464	33	16896	5	1398406406.289561582	1398406406.289611582	1398406406.289642884	1398406406.292392415
4221984	88	45056	5	1398406406.292741269	1398406406.292772415	1398406406.292785801	1398406406.297435748
4222072	8	4096	5	1398406406.297544602	1398406406.297634290	1398406406.297640697	1398406406.298317832
51059464	8	4096	5	1398406406.298447572	1398406406.298465384	1398406406.298475697	1398406406.299180697
51059472	25	12800	5	1398406406.299400853	1398406406.299432259	1398406406.299449707	1398406406.300840332
51059464	8	4096	5	1398406406.301274030	1398406406.301290540	1398406406.301300540	1398406406.302010644
51155224	73	37376	5	1398406411.238069079	1398406411.238368506	1398406411.243085277	1398406411.249304027
4222080	16	8192	5	1398406411.348156162	1398406411.349384600	1398406411.349464860	1398406411.351058871
4222096	8	4096	5	1398406411.351494235	1398406411.352452829	1398406411.352493975	1398406411.353591371
49592384	25	12800	5	1398406413.364910122	1398406413.365161684	1398406413.369891894	1398406413.371949914
4222104	16	8192	5	1398406413.373277206	1398406413.373383404	1398406413.373444185	1398406413.374326841
4222120	8	4096	5	1398406413.374704758	1398406413.375037414	1398406413.375074758	1398406413.375840487
49592384	8	4096	5	1398406413.376397102	1398406413.376508612	1398406413.376573091	1398406413.377378716
49592392	17	8704	5	1398406413.378448456	1398406413.378616321	1398406413.378696789	1398406413.380185227
49592384	8	4096	5	1398406413.381153716	1398406413.381248247	1398406413.381310799	1398406413.382126268
51668888	8	4096	5	1398406413.414920850	1398406413.414954391	1398406413.414975589	1398406413.415787099
4222128	72	36864	5	1398406413.416087568	1398406413.416116318	1398406413.416129235	1398406413.420409391
4222200	8	4096	5	1398406413.420508610	1398406413.420610641	1398406413.420617464	1398406413.421655277
50281872	41	20992	5	1398406413.425571891	1398406413.425622516	1398406413.425642360	1398406413.427749860
4222208	80	40960	5	1398406413.428051735	1398406413.428077569	1398406413.428089756	1398406413.431723454
4222288	8	4096	5	1398406413.431819339	1398406413.431913818	1398406413.431920537	1398406413.432606787
50281872	8	4096	5	1398406413.432722829	1398406413.432741475	1398406413.432749704	1398406413.433441631
50281880	33	16896	5	1398406413.433670954	1398406413.433707256	1398406413.433722152	1398406413.435166579
50281872	8	4096	5	1398406413.435381579	1398406413.435396839	1398406413.435404964	1398406413.436130537
50281872	49	25088	5	1398406413.441291214	1398406413.441333298	1398406413.441351943	1398406413.444291995
4222296	24	12288	5	1398406413.444578454	1398406413.444597360	1398406413.444607308	1398406413.445385902
4222320	8	4096	5	1398406413.445469027	1398406413.445561735	1398406413.445568402	1398406413.446247776
50281872	8	4096	5	1398406413.446340381	1398406413.446358245	1398406413.446366787	1398406413.447067047
50281880	41	20992	5	1398406413.447300849	1398406413.447364860	1398406413.447382724	1398406413.450731944
50281872	8	4096	5	1398406413.450964443	1398406413.450979548	1398406413.450988089	1398406413.451686787
50281872	25	12800	5	1398406413.453765589	1398406413.453795225	1398406413.453809079	1398406413.455797881
4222328	24	12288	5	1398406413.456061110	1398406413.456079652	1398406413.456089704	1398406413.457308870
4222352	8	4096	5	1398406413.457384235	1398406413.457475537	1398406413.457481943	1398406413.458167152
50281872	8	4096	5	1398406413.458267881	1398406413.458285225	1398406413.458293454	1398406413.458982725
50281880	17	8704	5	1398406413.459185850	1398406413.459213767	1398406413.459224912	1398406413.460513454
50281872	8	4096	5	1398406413.460727933	1398406413.460743089	1398406413.460751319	1398406413.461470068
51668896	8	4096	5	1398406413.492883558	1398406413.492914391	1398406413.492936735	1398406413.493752204
4222360	64	32768	5	1398406413.493899079	1398406413.493926110	1398406413.493938402	1398406413.498930850
4222424	8	4096	5	1398406413.499040121	1398406413.499135017	1398406413.499143402	1398406413.499821787
51155160	25	12800	5	1398406416.358212307	1398406416.359451161	1398406416.364338557	1398406416.366661109
4222432	80	40960	5	1398406419.099936680	1398406419.100141732	1398406419.104466211	1398406419.108761784
4222512	8	4096	5	1398406419.109353659	1398406419.109704232	1398406419.109741784	1398406419.110512774
49592384	25	12800	5	1398406419.111144597	1398406419.111341368	1398406419.111446212	1398406419.113373816
4222520	16	8192	5	1398406419.117574284	1398406419.117804753	1398406419.117863659	1398406419.119091055
4222536	8	4096	5	1398406419.119473243	1398406419.119808087	1398406419.119845691	1398406419.120633451
49592384	8	4096	5	1398406419.121182253	1398406419.121294805	1398406419.121360014	1398406419.122155743
49592392	17	8704	5	1398406419.123098555	1398406419.123268607	1398406419.123349389	1398406419.124826889
49592384	8	4096	5	1398406419.125771055	1398406419.125865118	1398406419.125928034	1398406419.126755899
51668904	8	4096	5	1398406419.165958764	1398406419.165993139	1398406419.166015170	1398406419.166824701
4222544	72	36864	5	1398406419.166970118	1398406419.166997618	1398406419.167010170	1398406419.171034857
4222616	8	4096	5	1398406419.171137305	1398406419.171238607	1398406419.171245691	1398406419.171929232
50281872	41	20992	5	1398406419.175550118	1398406419.175593816	1398406419.175614076	1398406419.177706628
4222624	80	40960	5	1398406419.178007826	1398406419.178033503	1398406419.178045795	1398406419.180024128
4222704	8	4096	5	1398406419.180115378	1398406419.180199597	1398406419.180206159	1398406419.180887566
50281872	8	4096	5	1398406419.181007618	1398406419.181026055	1398406419.181034180	1398406419.181729701
50281880	33	16896	5	1398406419.181949649	1398406419.181986212	1398406419.182000534	1398406419.183856003
50281872	8	4096	5	1398406419.184071993	1398406419.184087201	1398406419.184095274	1398406419.184814284
50281872	49	25088	5	1398406419.188854545	1398406419.188895639	1398406419.188912878	1398406419.191444649
4222712	24	12288	5	1398406419.191714649	1398406419.191734337	1398406419.191744180	1398406419.193423816
4222736	8	4096	5	1398406419.193498555	1398406419.193590586	1398406419.193596836	1398406419.194268607
50281872	8	4096	5	1398406419.194362045	1398406419.194379597	1398406419.194387722	1398406419.195075743
50281880	41	20992	5	1398406419.195307253	1398406419.195371784	1398406419.195389545	1398406419.198733816
50281872	8	4096	5	1398406419.198983816	1398406419.199000951	1398406419.199010222	1398406419.199727930
50281872	25	12800	5	1398406419.201658087	1398406419.201689597	1398406419.201703712	1398406419.203653086
4222744	24	12288	5	1398406419.203913764	1398406419.203932618	1398406419.203943191	1398406419.204684597
4222768	8	4096	5	1398406419.204760795	1398406419.204854284	1398406419.204860430	1398406419.205528347
50281872	8	4096	5	1398406419.205620691	1398406419.205638347	1398406419.205646524	1398406419.206333347
50281880	17	8704	5	1398406419.206538451	1398406419.206566472	1398406419.206577409	1398406419.207943087
50281872	8	4096	5	1398406419.208164024	1398406419.208179128	1398406419.208187305	1398406419.208910847
51668912	8	4096	5	1398406419.232285274	1398406419.232316889	1398406419.232338295	1398406419.233167826
4222776	72	36864	5	1398406419.233316368	1398406419.233346628	1398406419.233358503	1398406419.237592097
4222848	8	4096	5	1398406419.237698139	1398406419.237787930	1398406419.237795118	1398406419.238503399
50281872	33	16896	5	1398406422.084424024	1398406422.084479545	1398406422.086960847	1398406422.089161421
4222856	96	49152	5	1398406422.089519650	1398406422.089561369	1398406422.089578296	1398406422.091403191
4222952	8	4096	5	1398406422.091518243	1398406422.091622306	1398406422.091630483	1398406422.092299545
50281872	8	4096	5	1398406422.092453608	1398406422.092476473	1398406422.092487358	1398406422.093189597
50281880	25	12800	5	1398406422.093407462	1398406422.093447097	1398406422.093461108	1398406422.095284076
50281872	8	4096	5	1398406422.095509024	1398406422.095529181	1398406422.095539441	1398406422.096264493
51336704	25	12800	5	1398406422.452663295	1398406422.452708972	1398406422.455404961	1398406422.457345273
4222960	32	16384	5	1398406422.457700482	1398406422.457726993	1398406422.457740326	1398406422.459413243
4222992	8	4096	5	1398406422.459510066	1398406422.459615014	1398406422.459626524	1398406422.460295326
51336704	8	4096	5	1398406422.460473138	1398406422.460500430	1398406422.460514232	1398406422.461215378
51336712	17	8704	5	1398406422.461474336	1398406422.461509180	1398406422.461527461	1398406422.462897930
51336704	8	4096	5	1398406422.463161940	1398406422.463181107	1398406422.463194180	1398406422.463906107
51336704	25	12800	5	1398406422.468001264	1398406422.468180795	1398406422.468209076	1398406422.470128816
51668920	8	4096	5	1398406422.470267878	1398406422.470290638	1398406422.470306420	1398406422.471014753
4223000	72	36864	5	1398406422.471167878	1398406422.471199597	1398406422.471213399	1398406422.475146315
4223072	8	4096	5	1398406422.475259440	1398406422.475347982	1398406422.475356784	1398406422.476102149
50281872	41	20992	1	1398406422.475851367	1398406422.475906784	1398406422.476143346	1398406422.478230743
4223080	16	8192	1	1398406422.476237617	1398406422.476260326	1398406422.478290170	1398406422.479007930
4223096	8	4096	5	1398406422.479091472	1398406422.479216732	1398406422.479225951	1398406422.479897514
51336704	8	4096	5	1398406422.480026576	1398406422.480051316	1398406422.480063972	1398406422.480752305
51336712	17	8704	5	1398406422.480940899	1398406422.480970222	1398406422.480987201	1398406422.482356211
51336704	8	4096	5	1398406422.482584388	1398406422.482605899	1398406422.482617618	1398406422.483334232
4223104	80	40960	5	1398406422.484046784	1398406422.484084388	1398406422.484100534	1398406422.487741576
4223184	8	4096	5	1398406422.487858347	1398406422.487948191	1398406422.487957201	1398406422.488642409
50281872	8	4096	5	1398406422.488821628	1398406422.488856576	1398406422.488879076	1398406422.489519701
50281880	33	16896	5	1398406422.491521263	1398406422.491583555	1398406422.491603920	1398406422.494154857
50281872	8	4096	5	1398406422.494434284	1398406422.494455065	1398406422.494466732	1398406422.495185222
51054256	8	4096	5	1398406422.522299493	1398406422.522332565	1398406422.522354388	1398406422.523190534
4223192	72	36864	5	1398406422.523365274	1398406422.523396107	1398406422.523410951	1398406422.526876471
4223264	8	4096	5	1398406422.526994701	1398406422.527084388	1398406422.527094180	1398406422.527820951
50281872	25	12800	5	1398406422.546671992	1398406422.546720274	1398406422.546744805	1398406422.548678295
4223272	80	40960	5	1398406422.548997774	1398406422.549032253	1398406422.549050066	1398406422.552321576
4223352	8	4096	5	1398406422.552466524	1398406422.552564128	1398406422.552573659	1398406422.553265065
50281872	8	4096	5	1398406422.553475742	1398406422.553508711	1398406422.553520899	1398406422.554235274
50281880	17	8704	5	1398406422.554454076	1398406422.554486055	1398406422.554503138	1398406422.555906003
50281872	8	4096	5	1398406422.556134857	1398406422.556155065	1398406422.556168086	1398406422.556878659
51336704	25	12800	5	1398406422.589628816	1398406422.589678868	1398406422.589707357	1398406422.591776940
4223360	24	12288	5	1398406422.592126524	1398406422.592151211	1398406422.592164336	1398406422.592959545
4223384	8	4096	5	1398406422.593032930	1398406422.593119232	1398406422.593126420	1398406422.593794597
51336704	8	4096	5	1398406422.593913034	1398406422.593938138	1398406422.593951576	1398406422.594644753
51336712	17	8704	5	1398406422.595039024	1398406422.595070274	1398406422.595088503	1398406422.596472565
51336704	8	4096	5	1398406422.596710013	1398406422.596731055	1398406422.596744440	1398406422.597437357
51336704	25	12800	5	1398406422.600375118	1398406422.600414076	1398406422.600441888	1398406422.602370065
4223392	16	8192	5	1398406422.602686940	1398406422.602710378	1398406422.602723086	1398406422.603435638
4223408	8	4096	5	1398406422.603614909	1398406422.603709336	1398406422.603718138	1398406422.604402930
19710840	33	16896	5	1398406422.604820742	1398406422.604859701	1398406422.604885534	1398406422.607159388
51336704	8	4096	1	1398406422.604837722	1398406422.604932982	1398406422.607246315	1398406422.607918764
4223416	16	8192	5	1398406422.608179128	1398406422.608202670	1398406422.608214805	1398406422.608992618
50282016	17	8704	1	1398406422.608304805	1398406422.608327253	1398406422.609044076	1398406422.610433659
4223432	8	4096	5	1398406422.609103659	1398406422.610607826	1398406422.610616472	1398406422.611305899
19714544	8	4096	5	1398406422.611477513	1398406422.611495118	1398406422.611504180	1398406422.612208555
51336704	8	4096	1	1398406422.611555586	1398406422.611575847	1398406422.612264805	1398406422.612968815
5561872	25	12800	5	1398406422.613220222	1398406422.613253242	1398406422.613279492	1398406422.615534649
51336704	25	12800	1	1398406422.614092253	1398406422.614148347	1398406422.615600586	1398406422.617544232
19714544	8	4096	5	1398406422.619377357	1398406422.619407461	1398406422.619425639	1398406422.620126941
4223440	32	16384	5	1398406422.622631420	1398406422.622661367	1398406422.622678034	1398406422.627048294
4223472	8	4096	5	1398406422.627146680	1398406422.627241471	1398406422.627251107	1398406422.627861472
51336704	8	4096	5	1398406422.627999128	1398406422.628025534	1398406422.628037201	1398406422.628726941
51336712	17	8704	5	1398406422.628934961	1398406422.628963972	1398406422.628981211	1398406422.630357826
51336704	8	4096	5	1398406422.630604545	1398406422.630625274	1398406422.630639388	1398406422.631335951
51336704	25	12800	5	1398406422.634155742	1398406422.634203815	1398406422.634240638	1398406422.636186315
4223480	16	8192	5	1398406422.636582149	1398406422.636620899	1398406422.636640742	1398406422.638282514
4223496	8	4096	5	1398406422.638358607	1398406422.638445534	1398406422.638456211	1398406422.639152878
51336704	8	4096	5	1398406422.639280066	1398406422.639305222	1398406422.639324284	1398406422.640045222
51336712	17	8704	5	1398406422.640311680	1398406422.640441472	1398406422.640463399	1398406422.641836784
51336704	8	4096	5	1398406422.642058711	1398406422.642076524	1398406422.642088399	1398406422.642799805
51336704	25	12800	5	1398406422.643645430	1398406422.643675013	1398406422.643695742	1398406422.645633346
4223504	16	8192	5	1398406422.653963763	1398406422.653993815	1398406422.654008086	1398406422.654777461
4223520	8	4096	5	1398406422.654866003	1398406422.654956367	1398406422.654965378	1398406422.655650169
51336704	8	4096	5	1398406422.655784753	1398406422.655808242	1398406422.655822982	1398406422.656522201
51336712	17	8704	5	1398406422.656849857	1398406422.656888346	1398406422.656914336	1398406422.658286420
51336704	8	4096	5	1398406422.658655795	1398406422.658676680	1398406422.658691211	1398406422.659405326
51336704	25	12800	5	1398406422.662232201	1398406422.662282305	1398406422.662311263	1398406422.664794649
4223528	24	12288	5	1398406422.667851264	1398406422.667879649	1398406422.667895430	1398406422.669122045
4223552	8	4096	5	1398406422.669202670	1398406422.669283295	1398406422.669292253	1398406422.669984909
51336704	8	4096	5	1398406422.671319649	1398406422.671352513	1398406422.671373243	1398406422.672104857
51336712	17	8704	5	1398406422.672764440	1398406422.672799180	1398406422.672819076	1398406422.674190222
51336704	8	4096	5	1398406422.674430951	1398406422.674452253	1398406422.674466003	1398406422.675177617
51336704	25	12800	5	1398406422.675900013	1398406422.675933711	1398406422.675957669	1398406422.677882409
4223560	24	12288	5	1398406422.678245014	1398406422.678272514	1398406422.678286941	1398406422.679067357
4223584	8	4096	5	1398406422.679159857	1398406422.679249857	1398406422.679260482	1398406422.679959441
51336704	8	4096	5	1398406422.680230118	1398406422.680263763	1398406422.680288555	1398406422.681031628
51336712	17	8704	5	1398406422.681281784	1398406422.681312201	1398406422.681331055	1398406422.682715742
51336704	8	4096	5	1398406422.682994440	1398406422.683014857	1398406422.683028763	1398406422.683747930
51336704	25	12800	5	1398406422.685776471	1398406422.685822982	1398406422.685855013	1398406422.687790066
4223592	16	8192	5	1398406422.688145482	1398406422.688172253	1398406422.688192566	1398406422.688972149
4223608	8	4096	5	1398406422.689048243	1398406422.689139909	1398406422.689148191	1398406422.689838399
51336704	8	4096	5	1398406422.690544336	1398406422.690570743	1398406422.690587670	1398406422.691287878
51336712	17	8704	5	1398406422.691530586	1398406422.691560899	1398406422.691579076	1398406422.692952565
51336704	8	4096	5	1398406422.693195274	1398406422.693214909	1398406422.693228763	1398406422.693936472
51336704	25	12800	5	1398406422.694890742	1398406422.694954909	1398406422.694981315	1398406422.696919076
4223616	16	8192	5	1398406422.697260065	1398406422.697286680	1398406422.697299180	1398406422.698059232
4223632	8	4096	5	1398406422.698146316	1398406422.698247305	1398406422.698256576	1398406422.698947253
51336704	8	4096	5	1398406422.699088295	1398406422.699114076	1398406422.699128243	1398406422.699847722
51336712	17	8704	5	1398406422.700105951	1398406422.700136993	1398406422.700155691	1398406422.701528711
51336704	8	4096	5	1398406422.701781472	1398406422.701801211	1398406422.701815326	1398406422.702523711
19710840	25	12800	5	1398406422.976951055	1398406422.977002148	1398406422.980914597	1398406422.983031055
4223640	56	28672	5	1398406422.983501888	1398406422.983550482	1398406422.983573086	1398406422.989867774
4223696	8	4096	5	1398406422.990077461	1398406422.990230274	1398406422.990245430	1398406422.990921315
19714544	8	4096	5	1398406422.991217774	1398406422.991267149	1398406422.991286628	1398406422.991931472
19708136	17	8704	5	1398406422.992295899	1398406422.992343503	1398406422.992370378	1398406422.993792878
19714544	8	4096	5	1398406422.994093607	1398406422.994118815	1398406422.994136159	1398406422.994823503
19714544	41	20992	5	1398406423.005981263	1398406423.006060951	1398406423.006108242	1398406423.008894857
4223704	24	12288	5	1398406423.009763243	1398406423.009796784	1398406423.009814649	1398406423.010558607
4223728	8	4096	5	1398406423.010658816	1398406423.010779753	1398406423.010790170	1398406423.011463399
19714544	8	4096	5	1398406423.011618138	1398406423.011649180	1398406423.011666368	1398406423.012368451
19708176	33	16896	5	1398406423.012691003	1398406423.012752461	1398406423.012785899	1398406423.015485638
19714544	8	4096	5	1398406423.015775221	1398406423.015802617	1398406423.015819336	1398406423.016460430
19714544	25	12800	5	1398406423.021556420	1398406423.021663659	1398406423.021697253	1398406423.023671992
4223736	24	12288	5	1398406423.024200065	1398406423.024256940	1398406423.024273347	1398406423.026276211
4223760	8	4096	5	1398406423.026430430	1398406423.026562357	1398406423.026573971	1398406423.027261784
19714544	8	4096	5	1398406423.027504909	1398406423.027559909	1398406423.027622149	1398406423.028321993
19708136	17	8704	5	1398406423.028755066	1398406423.028851941	1398406423.028876368	1398406423.030295743
19714544	8	4096	5	1398406423.030651784	1398406423.030700795	1398406423.030717461	1398406423.031425170
19714544	25	12800	5	1398406423.043428607	1398406423.043495222	1398406423.043535951	1398406423.045638555
4223768	24	12288	5	1398406423.046063555	1398406423.046100638	1398406423.046117409	1398406423.047323242
4223792	8	4096	5	1398406423.047423451	1398406423.047548659	1398406423.047559128	1398406423.048250795
19714544	8	4096	5	1398406423.048416628	1398406423.048445951	1398406423.048462930	1398406423.049168555
19708136	17	8704	5	1398406423.049463659	1398406423.049511420	1398406423.049535170	1398406423.050907045
19714544	8	4096	5	1398406423.051211159	1398406423.051236107	1398406423.051252513	1398406423.051943295
19714544	41	20992	5	1398406423.056608138	1398406423.056681055	1398406423.056724336	1398406423.059363972
4223800	24	12288	5	1398406423.059776941	1398406423.059809909	1398406423.059826836	1398406423.060621732
4223824	8	4096	5	1398406423.060717357	1398406423.060828451	1398406423.060838920	1398406423.061524076
19714544	8	4096	5	1398406423.061680378	1398406423.061709336	1398406423.061726628	1398406423.062433242
19708176	33	16896	5	1398406423.062775378	1398406423.062837930	1398406423.062872878	1398406423.065586471
19714544	8	4096	5	1398406423.065903815	1398406423.065928659	1398406423.065945117	1398406423.066645378
19714544	25	12800	5	1398406423.069562149	1398406423.069618711	1398406423.069650951	1398406423.071633243
4223832	24	12288	5	1398406423.071995795	1398406423.072026628	1398406423.072042461	1398406423.073254909
4223856	8	4096	5	1398406423.073349180	1398406423.073468763	1398406423.073479544	1398406423.074174388
19714544	8	4096	5	1398406423.074310534	1398406423.074340847	1398406423.074357305	1398406423.075041003
19708136	17	8704	5	1398406423.075297253	1398406423.075346003	1398406423.075369440	1398406423.076737930
19714544	8	4096	5	1398406423.076997617	1398406423.077024388	1398406423.077040794	1398406423.077748191
19714544	33	16896	5	1398406423.089482618	1398406423.089560847	1398406423.089604753	1398406423.092384128
4223864	24	12288	5	1398406423.092834545	1398406423.092866367	1398406423.092883347	1398406423.093674180
4223888	8	4096	5	1398406423.093785169	1398406423.093897669	1398406423.093908034	1398406423.094584544
19714544	8	4096	5	1398406423.094733451	1398406423.094762253	1398406423.094778867	1398406423.095493763
19708136	25	12800	5	1398406423.095806524	1398406423.095868659	1398406423.095897930	1398406423.097938503
19714544	8	4096	5	1398406423.098262618	1398406423.098287618	1398406423.098304284	1398406423.099009441
19714544	25	12800	5	1398406423.261826993	1398406423.261892253	1398406423.261933867	1398406423.264055169
4223896	24	12288	5	1398406423.264453346	1398406423.264486055	1398406423.264503294	1398406423.265726055
4223920	8	4096	5	1398406423.265851055	1398406423.265968346	1398406423.265979284	1398406423.266679023
19714544	8	4096	5	1398406423.266856159	1398406423.266887044	1398406423.266904648	1398406423.267641420
19708136	17	8704	5	1398406423.267996368	1398406423.268045066	1398406423.268071212	1398406423.269454284
19714544	8	4096	5	1398406423.269808607	1398406423.269834753	1398406423.269853138	1398406423.270542982
19714544	41	20992	5	1398406423.281398190	1398406423.281482253	1398406423.281527982	1398406423.284261211
4223928	24	12288	5	1398406423.284703034	1398406423.284734128	1398406423.284750638	1398406423.285544128
4223952	8	4096	5	1398406423.285656576	1398406423.285772305	1398406423.285782930	1398406423.286462669
